collected_at,movie_cd,movie_nm,found,reservation_rate,cum_audi
2026-08-07T09:19:36,20265146,옵세션,0,,
2026-08-07T09:19:36,20264915,딥 워터,0,,
2026-08-07T09:19:36,20265573,인 더 그레이,0,,
2026-08-07T09:19:36,20265423,더 드라마,0,,
2026-08-07T10:19:36,20204641,비광,0,,
2026-08-07T10:19:36,20264918,싱 어게인,0,,
2026-08-07T10:19:36,20265146,옵세션,0,,
2026-08-07T10:19:36,20264915,딥 워터,0,,
2026-08-07T10:19:36,20265573,인 더 그레이,0,,
2026-08-07T10:19:36,20265423,더 드라마,0,,
2026-08-07T11:19:36,20204641,비광,0,,
2026-08-07T11:19:36,20264918,싱 어게인,0,,
2026-08-07T11:19:36,20265146,옵세션,0,,
2026-08-07T11:19:36,20264915,딥 워터,0,,
2026-08-07T11:19:36,20265573,인 더 그레이,0,,
2026-08-07T11:19:36,20265423,더 드라마,0,,
2026-08-07T12:19:36,20204641,비광,0,,
2026-08-07T12:19:36,20264918,싱 어게인,0,,
2026-08-07T12:19:36,20265146,옵세션,0,,
2026-08-07T12:19:36,20264915,딥 워터,0,,
2026-08-07T12:19:36,20265573,인 더 그레이,0,,
2026-08-07T12:19:36,20265423,더 드라마,0,,
2026-08-07T13:19:37,20204641,비광,0,,
2026-08-07T13:19:37,20264918,싱 어게인,0,,
2026-08-07T13:19:37,20265146,옵세션,0,,
2026-08-07T13:19:37,20264915,딥 워터,0,,
2026-08-07T13:19:37,20265573,인 더 그레이,0,,
2026-08-07T13:19:37,20265423,더 드라마,0,,
2026-08-07T14:19:36,20204641,비광,0,,
2026-08-07T14:19:36,20264918,싱 어게인,0,,
2026-08-07T14:19:36,20265146,옵세션,0,,
2026-08-07T14:19:36,20264915,딥 워터,0,,
2026-08-07T14:19:36,20265573,인 더 그레이,0,,
2026-08-07T14:19:36,20265423,더 드라마,0,,
2026-08-07T15:19:36,20204641,비광,0,,
2026-08-07T15:19:36,20264918,싱 어게인,0,,
2026-08-07T15:19:36,20265146,옵세션,0,,
2026-08-07T15:19:36,20264915,딥 워터,0,,
2026-08-07T15:19:36,20265573,인 더 그레이,0,,
2026-08-07T15:19:36,20265423,더 드라마,0,,
2026-08-07T16:19:53,20204641,비광,0,,
2026-08-07T16:19:53,20264918,싱 어게인,0,,
2026-08-07T16:19:53,20265146,옵세션,0,,
2026-08-07T16:19:53,20264915,딥 워터,0,,
2026-08-07T16:19:53,20265573,인 더 그레이,0,,
2026-08-07T16:19:53,20265423,더 드라마,0,,
2026-08-07T17:19:36,20204641,비광,0,,
2026-08-07T17:19:36,20264918,싱 어게인,0,,
2026-08-07T17:19:36,20265146,옵세션,0,,
2026-08-07T17:19:36,20264915,딥 워터,0,,
2026-08-07T17:19:36,20265573,인 더 그레이,0,,
2026-08-07T17:19:36,20265423,더 드라마,0,,
